seismic_low_energy,seismic_mid_energy,seismic_high_energy,seismic_peak_freq,seismic_rms,seismic_centroid,seismic_variance,seismic_zcr,seismic_peak_count,seismic_kurtosis,sound_low_energy,sound_mid_energy,sound_high_energy,sound_peak_freq,sound_rms,sound_centroid,sound_variance,sound_zcr,sound_peak_count,sound_kurtosis,label
61319.87239389564,32003.68212649945,8507.541705132662,0.0,17.676449417409305,142.47806848775008,4780.290771484375,0.0,30,7.995751045226946,11686.99473224305,7863.155334336542,3302.492057531119,0.0,25.400321850595574,28.10471490693332,167.216552734375,0.0,46,5.2346279023454665,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
61995.737936506295,31314.819496506494,7894.675461016983,0.0,17.251965231478337,143.15158050122955,4824.376708984375,0.0,30,7.799853620885184,11680.95548617353,7877.069004966549,3356.134139145408,0.0,25.49468901855211,28.088378935958552,167.27293395996094,0.0,46,5.23771458012907,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
62504.785243725775,30561.142654163097,7574.050550028,0.0,16.782454497753918,143.72450860935305,4857.422790527344,0.0,31,7.642308201985578,11659.86036465641,7953.596197078024,3344.0437343525086,0.0,25.670270653691663,28.03039644742828,167.32611083984375,0.0,46,5.257203677443902,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
62876.18782047441,30130.2451234199,7535.507231630278,0.0,16.58780146565376,144.23008148874493,4881.988632202148,0.0,32,7.514041802762552,11641.920153109579,8033.855488559262,3151.456986297674,0.0,25.132803184476487,27.974946939181137,167.13133239746094,0.0,46,5.288805559476739,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
63126.56662057219,30234.607284439113,7284.428251130936,0.0,16.41580812379715,144.68803995579594,4899.749008178711,0.0,33,7.408723069587444,11637.997596161049,8032.504874418889,3177.4439287949954,0.0,25.208631582534018,27.96468196672367,167.138427734375,0.0,46,5.292416569938222,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
63261.18690415606,30539.39901494495,7310.543778763719,0.0,16.53523164313714,145.0985790979705,4911.696640014648,0.0,33,7.323798345714089,11649.482034669154,8091.035562353396,3239.668949367694,0.0,25.491269138635467,28.006207459240176,168.10581970214844,0.0,46,5.244545138265162,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
63561.92960616998,34264.50538825521,20417.93622621438,0.0,26.60408679935461,147.6540641372597,5300.513778686523,0.0,34,7.555587492338993,11643.652599205661,8070.202774435622,3265.883395671395,0.0,25.60635177766564,27.98967443540564,167.76171875,0.0,46,5.264808439706774,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
64582.31507390457,47853.96786944484,28330.682463537243,0.0,30.63570166533015,153.57645184890814,6479.947692871094,0.0,31,13.39700570239382,11617.477071969328,8104.409494265094,3236.961820776913,0.0,25.554420853807347,27.92519303872401,166.67369079589844,0.0,45,5.339276344705533,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
66467.2324290993,58862.655226786635,19977.22023577593,0.0,26.76130876709871,158.6310824286968,7483.1318359375,0.0,29,14.46816877055207,11645.376417315649,8069.277347052823,3336.2363364834664,0.0,25.824252448094065,27.99874439149013,168.26953125,0.0,46,5.253533310554389,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
69017.33507543021,61406.38993596905,19618.737369263963,0.0,26.259448006182545,163.38147940479666,8436.853454589844,0.0,27,14.469732639383597,11657.02223122427,8093.124763253406,3300.309006478145,0.0,25.678141385735042,28.028375688755137,168.96006774902344,0.0,46,5.219376257566921,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
